amt,category,merchant,payment_method,distance_km,hour,is_international,cvv_matches,is_fraud
630.83,travel,Unknown_Foreign_Store,Credit_Card,983.05,4,1,1,1
52.14,grocery_pos,Chevron,Debit_Card,2.17,21,0,1,0
30.42,grocery_pos,Chevron,Debit_Card,29.75,11,0,1,0
44.07,shopping_net,Chevron,Credit_Card,13.7,11,0,1,0
5860.18,misc_net,Walmart,Wire_Transfer,141.38,14,1,1,1
69.58,travel,Amazon,Debit_Card,9.76,14,0,1,0
49.16,shopping_net,Starbucks,Debit_Card,20.45,11,0,1,0
67.01,misc_net,Starbucks,Credit_Card,4.39,20,0,1,0
39.02,misc_net,Starbucks,Credit_Card,20.88,20,0,1,0
45.75,grocery_pos,Chevron,Credit_Card,25.34,19,0,1,0
105.86,grocery_pos,Starbucks,Credit_Card,9.47,10,0,1,0
62.47,grocery_pos,Walmart,Credit_Card,29.03,18,0,1,0
4306.78,misc_net,Amazon,Wire_Transfer,495.74,12,1,1,1
52.9,shopping_net,Walmart,Debit_Card,1.77,11,0,1,0
317.6,travel,Starbucks,Credit_Card,3451.25,15,1,0,1
501.58,travel,Amazon,Credit_Card,1369.05,10,1,1,1
1124.41,shopping_net,Steam,Digital_Wallet,49.58,2,0,0,1
40.81,misc_net,Starbucks,Credit_Card,15.38,14,0,1,0
1291.34,shopping_net,Delta Air,Digital_Wallet,10.9,2,0,0,1
63.51,gas_transport,Chevron,Credit_Card,22.61,19,0,1,0
280.49,travel,Delta Air,Credit_Card,1202.06,6,1,1,1
21.74,grocery_pos,Chevron,Credit_Card,11.04,10,0,1,0
42.69,misc_net,Walmart,Debit_Card,7.8,8,0,1,0
1283.06,shopping_net,Walmart,Digital_Wallet,37.97,23,0,1,1
24.92,entertainment,Starbucks,Debit_Card,28.95,15,0,1,0
4718.54,misc_net,Starbucks,Wire_Transfer,158.59,16,1,1,1
1171.46,shopping_net,Chevron,Digital_Wallet,32.71,23,0,0,1
1.0,travel,Delta Air,Credit_Card,3100.2,6,1,1,1
66.3,gas_transport,Amazon,Debit_Card,19.16,16,0,1,0
524.98,travel,Steam,Credit_Card,3716.59,17,1,1,1
70.98,grocery_pos,Chevron,Debit_Card,12.24,13,0,1,0
55.0,grocery_pos,Walmart,Credit_Card,21.29,17,0,1,0
42.63,grocery_pos,Amazon,Debit_Card,17.75,20,0,1,0
72.73,shopping_net,Walmart,Credit_Card,0.53,19,0,1,0
1299.72,shopping_net,Chevron,Digital_Wallet,7.7,0,0,0,1
5.71,shopping_net,Chevron,Credit_Card,9.77,14,0,1,0
48.01,grocery_pos,Amazon,Credit_Card,22.08,8,0,1,0
7231.5,misc_net,Delta Air,Wire_Transfer,374.7,15,1,1,1
7.77,gas_transport,Walmart,Debit_Card,20.55,13,0,1,0
34.63,travel,Chevron,Debit_Card,11.41,11,0,1,0
59.84,gas_transport,Starbucks,Debit_Card,23.0,13,0,1,0
4269.36,misc_net,Walmart,Wire_Transfer,463.79,13,1,0,1
74.74,shopping_net,Amazon,Credit_Card,25.95,8,0,1,0
3389.0,misc_net,Chevron,Wire_Transfer,138.82,13,1,0,1
58.59,gas_transport,Starbucks,Credit_Card,7.95,13,0,1,0
1481.29,shopping_net,Starbucks,Digital_Wallet,25.27,0,0,0,1
295.61,travel,Amazon,Credit_Card,3092.77,7,1,0,1
1050.81,shopping_net,Chevron,Digital_Wallet,16.36,1,0,1,1
253.7,travel,Walmart,Credit_Card,1799.83,20,1,0,1
34.26,grocery_pos,Walmart,Debit_Card,11.13,19,0,1,0
1214.95,shopping_net,Unknown_Foreign_Store,Digital_Wallet,30.28,0,0,1,1
2613.62,misc_net,Amazon,Wire_Transfer,224.01,9,1,0,1
38.81,gas_transport,Chevron,Credit_Card,29.38,9,0,1,0
5028.47,misc_net,Steam,Wire_Transfer,175.13,11,1,1,1
1114.96,shopping_net,Starbucks,Digital_Wallet,29.19,2,0,0,1
38.09,grocery_pos,Amazon,Debit_Card,2.72,21,0,1,0
7.24,shopping_net,Starbucks,Debit_Card,17.36,20,0,1,0
54.43,gas_transport,Starbucks,Credit_Card,17.2,10,0,1,0
5550.13,misc_net,Amazon,Wire_Transfer,102.96,15,1,1,1
161.65,travel,Amazon,Credit_Card,3473.28,6,1,1,1
4230.57,misc_net,Delta Air,Wire_Transfer,119.34,9,1,1,1
24.57,entertainment,Amazon,Debit_Card,17.46,15,0,1,0
427.34,travel,Chevron,Credit_Card,1205.75,20,1,1,1
1165.75,shopping_net,Starbucks,Digital_Wallet,16.88,1,0,1,1
8.54,entertainment,Chevron,Debit_Card,28.0,16,0,1,0
4468.79,misc_net,Starbucks,Wire_Transfer,163.97,10,1,1,1
6520.93,misc_net,Chevron,Wire_Transfer,143.06,13,1,1,1
267.9,travel,Starbucks,Credit_Card,3959.88,15,1,1,1
21.6,gas_transport,Walmart,Debit_Card,24.25,20,0,1,0
63.02,gas_transport,Walmart,Debit_Card,3.76,11,0,1,0
32.7,grocery_pos,Amazon,Debit_Card,28.4,19,0,1,0
5939.05,misc_net,Delta Air,Wire_Transfer,242.71,14,1,1,1
5977.9,misc_net,Starbucks,Wire_Transfer,330.26,15,1,0,1
321.02,travel,Starbucks,Credit_Card,814.16,6,1,1,1
51.37,grocery_pos,Starbucks,Digital_Wallet,8.63,12,0,1,0
974.02,shopping_net,Delta Air,Digital_Wallet,47.82,1,0,1,1
90.52,travel,Chevron,Digital_Wallet,2.28,12,0,1,0
5723.89,misc_net,Steam,Wire_Transfer,480.56,13,1,1,1
55.12,entertainment,Walmart,Credit_Card,10.25,10,0,1,0
65.03,grocery_pos,Amazon,Credit_Card,3.07,16,0,1,0
65.34,misc_net,Chevron,Debit_Card,4.79,11,0,1,0
487.81,travel,Starbucks,Credit_Card,2970.87,23,1,0,1
43.07,gas_transport,Starbucks,Digital_Wallet,26.1,20,0,1,0
40.8,gas_transport,Walmart,Credit_Card,20.13,21,0,1,0
413.82,travel,Starbucks,Credit_Card,1603.31,16,1,0,1
43.5,entertainment,Starbucks,Credit_Card,3.42,21,0,1,0
4417.47,misc_net,Delta Air,Wire_Transfer,369.56,13,1,1,1
24.69,misc_net,Starbucks,Debit_Card,8.78,18,0,1,0
57.03,grocery_pos,Starbucks,Credit_Card,14.17,16,0,1,0
67.59,grocery_pos,Starbucks,Credit_Card,10.59,13,0,1,0
983.9,shopping_net,Starbucks,Digital_Wallet,27.25,23,0,1,1
43.06,gas_transport,Chevron,Credit_Card,26.98,18,0,1,0
66.64,grocery_pos,Amazon,Debit_Card,8.76,20,0,1,0
3525.22,misc_net,Amazon,Wire_Transfer,473.84,16,1,0,1
28.68,grocery_pos,Amazon,Credit_Card,14.22,12,0,1,0
1489.84,shopping_net,Chevron,Digital_Wallet,23.91,2,0,1,1
30.32,gas_transport,Chevron,Credit_Card,20.72,15,0,1,0
4201.53,misc_net,Amazon,Wire_Transfer,257.68,16,1,1,1
20.42,entertainment,Amazon,Credit_Card,14.52,14,0,1,0
414.15,travel,Amazon,Credit_Card,2923.29,22,1,1,1
592.91,travel,Amazon,Credit_Card,2942.91,16,1,0,1
14.76,shopping_net,Chevron,Credit_Card,3.12,12,0,1,0
4810.94,misc_net,Starbucks,Wire_Transfer,307.52,9,1,0,1
1765.0,shopping_net,Unknown_Foreign_Store,Digital_Wallet,39.09,0,0,1,1
595.0,travel,Amazon,Credit_Card,1338.2,9,1,1,1
287.83,travel,Delta Air,Credit_Card,905.63,15,1,1,1
320.0,travel,Steam,Credit_Card,4594.12,19,1,1,1
32.21,gas_transport,Amazon,Digital_Wallet,26.47,16,0,1,0
4480.91,misc_net,Steam,Wire_Transfer,106.57,10,1,1,1
4707.41,misc_net,Steam,Wire_Transfer,499.16,14,1,1,1
38.41,travel,Chevron,Credit_Card,20.02,13,0,1,0
50.42,grocery_pos,Walmart,Credit_Card,21.64,13,0,1,0
58.52,shopping_net,Amazon,Debit_Card,14.18,13,0,1,0
431.19,travel,Delta Air,Credit_Card,976.46,17,1,1,1
47.52,gas_transport,Amazon,Digital_Wallet,26.29,13,0,1,0
87.95,grocery_pos,Starbucks,Digital_Wallet,8.54,11,0,1,0
922.6,shopping_net,Starbucks,Digital_Wallet,39.72,0,0,1,1
34.86,gas_transport,Chevron,Credit_Card,21.49,12,0,1,0
61.57,gas_transport,Starbucks,Credit_Card,2.89,8,0,1,0
4895.35,misc_net,Walmart,Wire_Transfer,223.77,12,1,1,1
32.15,entertainment,Walmart,Debit_Card,8.48,10,0,1,0
32.96,grocery_pos,Starbucks,Credit_Card,8.59,13,0,1,0
336.19,travel,Walmart,Credit_Card,1002.19,10,1,0,1
25.41,gas_transport,Amazon,Credit_Card,14.26,16,0,1,0
2269.88,misc_net,Starbucks,Wire_Transfer,132.09,16,1,0,1
75.26,misc_net,Amazon,Credit_Card,8.15,15,0,1,0
84.25,gas_transport,Amazon,Credit_Card,28.17,14,0,1,0
67.41,gas_transport,Starbucks,Debit_Card,27.84,15,0,1,0
1149.23,shopping_net,Chevron,Digital_Wallet,38.74,2,0,0,1
84.56,grocery_pos,Chevron,Debit_Card,7.51,11,0,1,0
166.37,travel,Amazon,Credit_Card,1108.58,13,1,1,1
241.62,travel,Steam,Credit_Card,4983.79,6,1,1,1
1194.94,shopping_net,Delta Air,Digital_Wallet,17.44,0,0,1,1
60.98,shopping_net,Walmart,Debit_Card,17.57,13,0,1,0
11.61,gas_transport,Amazon,Credit_Card,7.99,8,0,1,0
675.12,travel,Steam,Credit_Card,3169.57,17,1,1,1
32.88,travel,Starbucks,Credit_Card,23.79,14,0,1,0
5797.49,misc_net,Walmart,Wire_Transfer,482.4,9,1,0,1
80.18,grocery_pos,Starbucks,Credit_Card,23.45,17,0,1,0
3178.09,misc_net,Starbucks,Wire_Transfer,414.74,15,1,0,1
49.18,misc_net,Amazon,Credit_Card,16.0,20,0,1,0
38.45,gas_transport,Chevron,Credit_Card,20.29,8,0,1,0
102.41,grocery_pos,Walmart,Credit_Card,29.15,12,0,1,0
33.54,travel,Amazon,Credit_Card,29.09,12,0,1,0
209.03,travel,Unknown_Foreign_Store,Credit_Card,2665.63,5,1,0,1
42.41,grocery_pos,Amazon,Credit_Card,4.36,21,0,1,0
34.71,gas_transport,Starbucks,Credit_Card,19.23,12,0,1,0
361.17,travel,Delta Air,Credit_Card,4912.19,14,1,1,1
4345.82,misc_net,Chevron,Wire_Transfer,378.89,10,1,0,1
24.55,entertainment,Amazon,Debit_Card,27.57,13,0,1,0
46.26,entertainment,Chevron,Digital_Wallet,3.18,13,0,1,0
4819.3,misc_net,Delta Air,Wire_Transfer,484.24,9,1,0,1
5706.28,misc_net,Delta Air,Wire_Transfer,490.26,12,1,0,1
1038.94,shopping_net,Starbucks,Digital_Wallet,37.35,0,0,1,1
1313.36,shopping_net,Walmart,Digital_Wallet,49.81,1,0,0,1
12.22,gas_transport,Amazon,Credit_Card,20.79,13,0,1,0
6329.35,misc_net,Amazon,Wire_Transfer,195.09,16,1,1,1
52.9,misc_net,Starbucks,Credit_Card,5.92,11,0,1,0
45.27,gas_transport,Walmart,Digital_Wallet,10.01,9,0,1,0
43.87,gas_transport,Walmart,Debit_Card,15.54,21,0,1,0
6958.15,misc_net,Steam,Wire_Transfer,447.85,11,1,1,1
60.97,entertainment,Chevron,Credit_Card,15.19,13,0,1,0
2.32,gas_transport,Walmart,Credit_Card,2.94,10,0,1,0
5180.56,misc_net,Starbucks,Wire_Transfer,231.82,10,1,1,1
38.31,grocery_pos,Walmart,Credit_Card,6.77,10,0,1,0
1100.04,shopping_net,Walmart,Digital_Wallet,14.46,0,0,0,1
1211.2,shopping_net,Starbucks,Digital_Wallet,27.36,1,0,0,1
355.29,travel,Amazon,Credit_Card,525.6,8,1,1,1
5495.52,misc_net,Steam,Wire_Transfer,376.9,9,1,0,1
44.26,travel,Chevron,Credit_Card,8.76,20,0,1,0
6435.07,misc_net,Steam,Wire_Transfer,158.85,12,1,0,1
70.74,gas_transport,Chevron,Debit_Card,19.33,20,0,1,0
4600.58,misc_net,Delta Air,Wire_Transfer,203.88,12,1,1,1
52.03,grocery_pos,Walmart,Debit_Card,19.63,13,0,1,0
62.37,grocery_pos,Chevron,Debit_Card,28.62,11,0,1,0
43.22,grocery_pos,Walmart,Credit_Card,22.98,8,0,1,0
63.71,grocery_pos,Starbucks,Credit_Card,4.37,18,0,1,0
1374.41,shopping_net,Delta Air,Digital_Wallet,42.52,2,0,1,1
465.19,travel,Chevron,Credit_Card,3586.43,6,1,1,1
355.54,travel,Unknown_Foreign_Store,Credit_Card,1114.55,6,1,1,1
4843.7,misc_net,Amazon,Wire_Transfer,275.6,16,1,1,1
121.98,travel,Steam,Credit_Card,2020.29,2,1,0,1
44.55,grocery_pos,Walmart,Debit_Card,15.14,10,0,1,0
37.98,shopping_net,Amazon,Credit_Card,21.98,16,0,1,0
227.41,travel,Walmart,Credit_Card,2066.4,11,1,1,1
47.27,entertainment,Starbucks,Debit_Card,13.83,19,0,1,0
51.17,gas_transport,Walmart,Digital_Wallet,7.13,18,0,1,0
17.69,travel,Chevron,Debit_Card,7.69,21,0,1,0
10.46,shopping_net,Chevron,Credit_Card,22.16,17,0,1,0
1342.58,shopping_net,Steam,Digital_Wallet,19.69,1,0,1,1
3590.12,misc_net,Amazon,Wire_Transfer,162.94,9,1,1,1
27.62,travel,Amazon,Credit_Card,16.16,11,0,1,0
5572.3,misc_net,Delta Air,Wire_Transfer,330.3,14,1,0,1
48.16,grocery_pos,Chevron,Debit_Card,13.11,11,0,1,0
432.96,travel,Delta Air,Credit_Card,4942.92,16,1,1,1
1193.2,shopping_net,Starbucks,Digital_Wallet,43.61,23,0,1,1
567.33,travel,Starbucks,Credit_Card,858.67,14,1,1,1
19.47,shopping_net,Walmart,Debit_Card,4.54,21,0,1,0
1512.86,shopping_net,Unknown_Foreign_Store,Digital_Wallet,14.73,0,0,1,1
13.72,grocery_pos,Walmart,Credit_Card,1.51,11,0,1,0
68.1,misc_net,Amazon,Credit_Card,25.55,13,0,1,0
95.57,misc_net,Amazon,Credit_Card,19.35,12,0,1,0
4718.12,misc_net,Walmart,Wire_Transfer,121.33,15,1,0,1
43.13,gas_transport,Amazon,Debit_Card,10.7,11,0,1,0
3496.09,misc_net,Steam,Wire_Transfer,149.67,10,1,1,1
1612.86,shopping_net,Amazon,Digital_Wallet,27.05,0,0,1,1
5046.09,misc_net,Walmart,Wire_Transfer,228.2,13,1,0,1
-2.62,entertainment,Chevron,Credit_Card,15.12,15,0,1,0
4792.65,misc_net,Walmart,Wire_Transfer,168.79,15,1,1,1
49.17,entertainment,Walmart,Debit_Card,10.05,14,0,1,0
460.09,travel,Walmart,Credit_Card,3020.94,19,1,0,1
5977.94,misc_net,Delta Air,Wire_Transfer,346.03,15,1,0,1
4589.14,misc_net,Starbucks,Wire_Transfer,218.28,12,1,0,1
1023.99,shopping_net,Walmart,Digital_Wallet,23.24,0,0,0,1
1486.4,shopping_net,Walmart,Digital_Wallet,5.28,2,0,0,1
1317.73,shopping_net,Chevron,Digital_Wallet,44.01,0,0,1,1
44.24,misc_net,Starbucks,Credit_Card,22.68,9,0,1,0
36.74,grocery_pos,Walmart,Credit_Card,9.73,17,0,1,0
302.32,travel,Walmart,Credit_Card,4776.01,0,1,0,1
78.3,grocery_pos,Walmart,Credit_Card,27.09,16,0,1,0
1192.53,shopping_net,Steam,Digital_Wallet,23.43,0,0,0,1
5065.81,misc_net,Starbucks,Wire_Transfer,125.88,14,1,1,1
23.52,gas_transport,Chevron,Credit_Card,15.6,10,0,1,0
868.26,shopping_net,Starbucks,Digital_Wallet,28.48,1,0,0,1
58.09,grocery_pos,Starbucks,Digital_Wallet,21.8,20,0,1,0
17.99,misc_net,Amazon,Debit_Card,11.1,20,0,1,0
6124.41,misc_net,Starbucks,Wire_Transfer,159.62,11,1,0,1
43.54,gas_transport,Chevron,Credit_Card,6.26,21,0,1,0
3.99,grocery_pos,Starbucks,Credit_Card,26.64,14,0,1,0
5887.27,misc_net,Amazon,Wire_Transfer,234.74,15,1,1,1
69.51,gas_transport,Starbucks,Credit_Card,17.61,14,0,1,0
81.09,misc_net,Walmart,Credit_Card,25.01,8,0,1,0
426.93,travel,Starbucks,Credit_Card,2252.87,14,1,0,1
68.78,grocery_pos,Starbucks,Debit_Card,22.39,8,0,1,0
870.2,travel,Walmart,Credit_Card,2928.94,17,1,0,1
529.3,shopping_net,Walmart,Digital_Wallet,42.1,1,0,0,1
1006.98,shopping_net,Unknown_Foreign_Store,Digital_Wallet,45.25,0,0,0,1
14.55,entertainment,Amazon,Credit_Card,6.71,13,0,1,0
1460.17,shopping_net,Unknown_Foreign_Store,Digital_Wallet,32.7,23,0,0,1
342.99,travel,Starbucks,Credit_Card,3732.57,22,1,0,1
873.89,shopping_net,Amazon,Digital_Wallet,17.25,1,0,0,1
67.75,grocery_pos,Walmart,Credit_Card,4.76,15,0,1,0
370.13,travel,Chevron,Credit_Card,583.5,12,1,1,1
568.29,travel,Amazon,Credit_Card,4900.31,17,1,0,1
16.9,shopping_net,Walmart,Debit_Card,9.84,10,0,1,0
907.55,shopping_net,Walmart,Digital_Wallet,37.9,2,0,0,1
18.75,grocery_pos,Walmart,Credit_Card,20.49,14,0,1,0
5864.11,misc_net,Chevron,Wire_Transfer,176.53,13,1,1,1
6120.67,misc_net,Steam,Wire_Transfer,384.01,14,1,0,1
6932.42,misc_net,Steam,Wire_Transfer,206.7,9,1,1,1
4834.16,misc_net,Delta Air,Wire_Transfer,104.07,11,1,1,1
5234.17,misc_net,Steam,Wire_Transfer,299.31,10,1,1,1
6609.54,misc_net,Chevron,Wire_Transfer,249.93,14,1,0,1
6119.46,misc_net,Steam,Wire_Transfer,481.1,11,1,0,1
41.73,misc_net,Walmart,Credit_Card,12.05,18,0,1,0
22.59,grocery_pos,Amazon,Credit_Card,6.08,18,0,1,0
1387.32,shopping_net,Unknown_Foreign_Store,Digital_Wallet,30.38,1,0,0,1
432.41,travel,Unknown_Foreign_Store,Credit_Card,1078.48,2,1,0,1
677.34,travel,Delta Air,Credit_Card,3234.37,8,1,0,1
3870.94,misc_net,Delta Air,Wire_Transfer,315.83,11,1,1,1
5852.02,misc_net,Starbucks,Wire_Transfer,160.91,13,1,0,1
8.46,gas_transport,Chevron,Credit_Card,2.96,20,0,1,0
1325.82,shopping_net,Walmart,Digital_Wallet,21.22,23,0,1,1
1367.81,shopping_net,Starbucks,Digital_Wallet,37.45,1,0,0,1
49.37,gas_transport,Chevron,Digital_Wallet,5.69,11,0,1,0
50.69,entertainment,Starbucks,Credit_Card,2.62,21,0,1,0
729.71,travel,Walmart,Credit_Card,2863.72,8,1,1,1
29.15,entertainment,Walmart,Credit_Card,20.55,12,0,1,0
39.85,entertainment,Chevron,Debit_Card,25.76,13,0,1,0
957.84,shopping_net,Steam,Digital_Wallet,27.45,0,0,0,1
5568.48,misc_net,Starbucks,Wire_Transfer,396.31,15,1,0,1
34.4,entertainment,Walmart,Credit_Card,18.83,12,0,1,0
24.81,gas_transport,Chevron,Credit_Card,20.88,18,0,1,0
60.88,entertainment,Starbucks,Credit_Card,26.38,8,0,1,0
5241.08,misc_net,Chevron,Wire_Transfer,313.26,15,1,0,1
-1.66,shopping_net,Walmart,Digital_Wallet,2.53,14,0,1,0
48.09,gas_transport,Chevron,Credit_Card,9.48,9,0,1,0
30.83,gas_transport,Chevron,Credit_Card,14.41,18,0,1,0
4782.26,misc_net,Delta Air,Wire_Transfer,212.46,10,1,0,1
424.33,travel,Amazon,Credit_Card,1784.52,16,1,1,1
755.96,shopping_net,Walmart,Digital_Wallet,22.75,0,0,1,1
75.88,gas_transport,Walmart,Credit_Card,10.6,16,0,1,0
43.51,grocery_pos,Chevron,Credit_Card,2.09,17,0,1,0
5631.9,misc_net,Chevron,Wire_Transfer,306.91,11,1,1,1
54.75,travel,Amazon,Digital_Wallet,10.19,21,0,1,0
1035.56,shopping_net,Starbucks,Digital_Wallet,11.53,2,0,1,1
72.99,gas_transport,Chevron,Credit_Card,27.32,11,0,1,0
253.49,travel,Steam,Credit_Card,1815.71,21,1,1,1
27.61,travel,Starbucks,Credit_Card,18.47,13,0,1,0
89.73,shopping_net,Chevron,Credit_Card,25.92,20,0,1,0
16.97,misc_net,Starbucks,Credit_Card,10.54,17,0,1,0
36.44,travel,Walmart,Credit_Card,16.71,12,0,1,0
562.61,travel,Unknown_Foreign_Store,Credit_Card,4211.99,0,1,1,1
43.78,entertainment,Amazon,Credit_Card,25.07,20,0,1,0
4000.27,misc_net,Amazon,Wire_Transfer,258.3,15,1,1,1
1055.56,shopping_net,Amazon,Digital_Wallet,21.33,2,0,0,1
0.27,grocery_pos,Chevron,Credit_Card,27.09,20,0,1,0
4118.62,misc_net,Chevron,Wire_Transfer,129.53,11,1,1,1
0.37,grocery_pos,Walmart,Credit_Card,15.32,11,0,1,0
3654.27,misc_net,Steam,Wire_Transfer,333.91,16,1,1,1
1289.33,shopping_net,Walmart,Digital_Wallet,25.63,2,0,1,1
43.26,grocery_pos,Amazon,Credit_Card,2.07,15,0,1,0
1521.26,shopping_net,Delta Air,Digital_Wallet,14.94,1,0,0,1
19.0,gas_transport,Starbucks,Debit_Card,22.97,17,0,1,0
545.15,travel,Delta Air,Credit_Card,4032.45,2,1,1,1
572.06,travel,Starbucks,Credit_Card,3314.29,20,1,1,1
5.48,grocery_pos,Starbucks,Debit_Card,21.99,20,0,1,0
776.74,shopping_net,Chevron,Digital_Wallet,33.98,2,0,0,1
5677.15,misc_net,Unknown_Foreign_Store,Wire_Transfer,270.44,13,1,1,1
1179.92,shopping_net,Unknown_Foreign_Store,Digital_Wallet,12.98,1,0,1,1
4579.88,misc_net,Chevron,Wire_Transfer,224.57,10,1,0,1
1083.97,shopping_net,Delta Air,Digital_Wallet,12.17,2,0,1,1
539.98,travel,Chevron,Credit_Card,965.66,13,1,1,1
413.15,travel,Chevron,Credit_Card,3383.93,6,1,1,1
1403.99,shopping_net,Unknown_Foreign_Store,Digital_Wallet,18.18,23,0,1,1
28.95,entertainment,Starbucks,Debit_Card,29.6,18,0,1,0
37.19,grocery_pos,Chevron,Credit_Card,15.61,18,0,1,0
5628.08,misc_net,Starbucks,Wire_Transfer,126.88,9,1,1,1
339.65,travel,Starbucks,Credit_Card,1843.65,12,1,0,1
4848.03,misc_net,Delta Air,Wire_Transfer,266.48,14,1,1,1
50.81,gas_transport,Amazon,Debit_Card,26.82,14,0,1,0
58.8,shopping_net,Starbucks,Digital_Wallet,12.53,16,0,1,0
97.29,grocery_pos,Starbucks,Credit_Card,3.31,11,0,1,0
52.84,entertainment,Walmart,Credit_Card,19.42,20,0,1,0
58.89,grocery_pos,Walmart,Credit_Card,2.6,9,0,1,0
4.18,grocery_pos,Chevron,Debit_Card,24.16,12,0,1,0
6079.52,misc_net,Starbucks,Wire_Transfer,325.58,16,1,0,1
388.21,travel,Unknown_Foreign_Store,Credit_Card,3028.35,9,1,1,1
226.68,travel,Amazon,Credit_Card,2743.69,9,1,0,1
45.12,grocery_pos,Walmart,Digital_Wallet,23.62,18,0,1,0
4696.91,misc_net,Starbucks,Wire_Transfer,482.32,13,1,1,1
43.58,grocery_pos,Walmart,Digital_Wallet,10.4,9,0,1,0
22.71,shopping_net,Chevron,Debit_Card,17.22,21,0,1,0
27.76,misc_net,Walmart,Debit_Card,8.13,9,0,1,0
40.26,misc_net,Starbucks,Credit_Card,27.63,17,0,1,0
368.37,travel,Starbucks,Credit_Card,4375.04,19,1,1,1
425.15,travel,Walmart,Credit_Card,947.75,13,1,0,1
61.21,gas_transport,Walmart,Credit_Card,14.88,14,0,1,0
52.48,gas_transport,Amazon,Credit_Card,3.82,18,0,1,0
64.19,gas_transport,Walmart,Credit_Card,25.06,13,0,1,0
3967.47,misc_net,Walmart,Wire_Transfer,223.1,9,1,1,1
4697.15,misc_net,Starbucks,Wire_Transfer,201.74,14,1,0,1
911.2,shopping_net,Walmart,Digital_Wallet,11.14,23,0,1,1
521.16,travel,Steam,Credit_Card,4871.3,18,1,1,1
239.82,travel,Walmart,Credit_Card,4721.53,8,1,1,1
475.21,travel,Starbucks,Credit_Card,4722.06,21,1,1,1
3377.68,misc_net,Delta Air,Wire_Transfer,321.07,16,1,1,1
1.6,grocery_pos,Starbucks,Credit_Card,14.41,15,0,1,0
19.99,entertainment,Chevron,Credit_Card,10.77,17,0,1,0
-8.25,grocery_pos,Chevron,Credit_Card,23.89,11,0,1,0
73.07,travel,Walmart,Credit_Card,14.36,16,0,1,0
165.96,travel,Unknown_Foreign_Store,Credit_Card,1969.03,16,1,0,1
722.87,shopping_net,Chevron,Digital_Wallet,14.36,2,0,0,1
1099.81,shopping_net,Delta Air,Digital_Wallet,18.06,2,0,0,1
50.27,gas_transport,Starbucks,Debit_Card,0.51,12,0,1,0
5488.99,misc_net,Starbucks,Wire_Transfer,456.12,15,1,1,1
49.75,entertainment,Walmart,Credit_Card,7.89,13,0,1,0
1454.54,shopping_net,Starbucks,Digital_Wallet,6.4,1,0,1,1
25.74,travel,Chevron,Credit_Card,4.91,9,0,1,0
189.33,travel,Unknown_Foreign_Store,Credit_Card,4061.9,20,1,1,1
516.35,travel,Delta Air,Credit_Card,693.21,18,1,0,1
16.32,gas_transport,Walmart,Credit_Card,27.88,21,0,1,0
4684.29,misc_net,Delta Air,Wire_Transfer,235.14,13,1,0,1
32.86,gas_transport,Chevron,Credit_Card,23.31,11,0,1,0
234.63,travel,Amazon,Credit_Card,798.84,3,1,1,1
44.82,gas_transport,Amazon,Credit_Card,11.02,12,0,1,0
43.3,shopping_net,Walmart,Digital_Wallet,23.22,13,0,1,0
1261.18,shopping_net,Starbucks,Digital_Wallet,43.65,2,0,0,1
47.74,entertainment,Amazon,Credit_Card,23.07,21,0,1,0
672.22,shopping_net,Unknown_Foreign_Store,Digital_Wallet,6.21,1,0,0,1
78.78,grocery_pos,Chevron,Credit_Card,17.94,9,0,1,0
10.28,grocery_pos,Chevron,Credit_Card,2.89,14,0,1,0
1210.87,shopping_net,Steam,Digital_Wallet,41.79,0,0,1,1
42.13,gas_transport,Chevron,Debit_Card,9.43,11,0,1,0
1417.78,shopping_net,Amazon,Digital_Wallet,31.09,23,0,0,1
23.4,gas_transport,Amazon,Digital_Wallet,18.97,20,0,1,0
41.27,grocery_pos,Amazon,Digital_Wallet,20.66,18,0,1,0
950.1,shopping_net,Walmart,Digital_Wallet,34.53,1,0,0,1
654.35,travel,Steam,Credit_Card,2612.42,18,1,1,1
223.63,travel,Steam,Credit_Card,4206.08,10,1,1,1
77.31,gas_transport,Starbucks,Credit_Card,4.66,20,0,1,0
6709.89,misc_net,Walmart,Wire_Transfer,422.38,14,1,0,1
213.05,travel,Delta Air,Credit_Card,2573.66,2,1,0,1
4716.31,misc_net,Amazon,Wire_Transfer,362.38,9,1,1,1
27.82,shopping_net,Amazon,Credit_Card,0.94,8,0,1,0
1739.31,shopping_net,Delta Air,Digital_Wallet,30.55,2,0,1,1
5220.55,misc_net,Amazon,Wire_Transfer,212.3,10,1,1,1
1280.41,shopping_net,Unknown_Foreign_Store,Digital_Wallet,44.12,0,0,1,1
49.74,gas_transport,Chevron,Credit_Card,15.26,17,0,1,0
4038.48,misc_net,Chevron,Wire_Transfer,326.16,16,1,0,1
28.19,gas_transport,Amazon,Digital_Wallet,4.89,13,0,1,0
6252.2,misc_net,Chevron,Wire_Transfer,227.2,16,1,1,1
4962.25,misc_net,Unknown_Foreign_Store,Wire_Transfer,283.21,15,1,1,1
23.4,gas_transport,Chevron,Credit_Card,27.18,20,0,1,0
1364.94,shopping_net,Amazon,Digital_Wallet,43.13,0,0,0,1
787.21,shopping_net,Amazon,Digital_Wallet,9.07,1,0,1,1
1490.23,shopping_net,Starbucks,Digital_Wallet,46.06,1,0,1,1
